"auto_id","unit","id","DATACLASS","CORTEX","TECHNIQUE","ALTER","EDGEDAMAGE","TYPE","FBSECOND","FBTHIRD","PLATSURF","PLATEXT","FORM","SCARMORPH","RETEDGES","RETINTENSE","REPRISE","LENGTH","WIDTH","MAXWIDTH","THICKNESS","PLATWIDTH","PLATTHICK","MATERIAL","EXTSURFACE","EXTTYPE","WEIGHT","PLATTECH","PLATANG","MULTIPLE","EPA","SHAPE","SUPPORT","SURFPCT","PROXREMOVS","PREPPLATS","FLAKDIRECT","SCARLENGTH","SCARWIDTH"
18361,"A2",5003,"PROXFLAKE"," 0","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG PLAIN","TRIM","NORMAL","N/A",NA,NA,NA,NA,NA,0,0,47.2,17.9,"LOCAL CAMPANIEN","0-10%","N/A",53,"NORMAL",114,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18370,"A2",5004,"MEDFLAKE"," 25",NA,"UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","PLAIN","1","N/A","N/A",66.6100006103516,55.6300010681152,0,0,0,0,"LOCAL CAMPANIEN","10-40%","CORTEX",46,"NORMAL",136,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18371,"A2",5005,"SHATTER","90-99%",NA,"UNALTERED","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.9599990844727,38.9599990844727,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18372,"A2",5006,"PROXTOOL"," 25","NORMAL","UNALTERED","NONE",10,"42",NA,"STRT FACET","NONE","NORMAL","N/A","1","NORMAL","NONE",68.9899978637695,56.0499992370605,0,0,31.9,19.7,"LOCAL CAMPANIEN","10-40%","CORTEX",97,"NORMAL",114,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
18373,"A2",5007,"COMPFLAKE"," 75","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,49,50.9000015258789,60.7,15.7,47.1,26.5,"LOCAL CAMPANIEN","60-90%","N/A",35,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18376,"A2",5008,"PROXFLAKE"," 5","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG PLAIN","SCAR","NORMAL","N/A",NA,NA,NA,NA,NA,0,0,42,13.6,"LOCAL CAMPANIEN","0-10%","CORTEX",67,"NORMAL",116,"NO",74,NA,NA,NA,NA,NA,NA,NA,NA
18377,"A2",5009,"COMPTOOL"," 25","NORMAL","UNALTERED","NONE",32,"42",NA,"LRG PLAIN","NONE","NORMAL","RADIAL","N/A","N/A","NONE",111.300003051758,95.1999969482422,141.9,43.9,38.6,9.4,"LOCAL CAMPANIEN","10-40%","CORTEX",468,"NORMAL",0,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
18379,"A2",5010,"MED FLAKE","60-90%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.9700012207031,22.3899993896484,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18384,"A2",5012,"MEDFLAKE"," 25","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,46.4300003051758,39.3899993896484,0,0,0,0,"LOCAL CAMPANIEN","10-40%","CORTEX",22,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18385,"A2",5013,"COMPFLAKE"," 25","NORMAL","UNALTERED","EXTERIOR",NA,NA,NA,"LRG CORT","NONE","NORMAL","RADIAL",NA,NA,NA,84.6999969482422,52.2999992370605,61,19.9,27.5,8.8,"LOCAL CAMPANIEN","10-40%","CORTEX",87,NA,0,"NO",112,NA,NA,NA,NA,NA,NA,NA,NA
18386,"A2",5014,"CORE","10-40%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","RADIAL",NA,NA,NA,59.0999984741211,43.2999992370605,54.3,21.5,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",70,NA,0,"NO",NA,"NORMAL","N/A",50,2,0,"CENT",37.62,22.77
18388,"A2",5015,"COMPFLAKE"," 95","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","OTHER",NA,NA,NA,76.5,48.7999992370605,59.8,17.1,51.9,10.9,"LOCAL CAMPANIEN","90-100%","CORTEX",101,"NORMAL",113,"NO",93,NA,NA,NA,NA,NA,NA,NA,NA
18389,"A2",5016,"COMPFLAKE"," 25","NORMAL","LIGHTPATINA","EXTERIOR",NA,NA,NA,"LRG CORT","NONE","NORMAL","N/A",NA,NA,NA,58.2999992370605,37.9000015258789,41.5,13.1,26.1,10.3,"LOCAL CAMPANIEN","10-40%","CORTEX",24,"NORMAL",102,"NO",100,NA,NA,NA,NA,NA,NA,NA,NA
18390,"A2",5017,"MED TOOL","0%","NORMAL","UNALTERED","NONE",43,"10",NA,NA,NA,"NORMAL","N/A","1","N/A","NONE",0,0,0,0,0,0,"NON-LOCAL CAMPANIEN","0-10%","N/A",26,NA,0,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
18391,"A2",5018,"MED FLAKE","10-40%","NORMAL","LIGHT PATINA","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.9599990844727,61.6100006103516,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18392,"A2",5019,"COMPFLAKE"," 25","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,84,63.2999992370605,68.7,15.2,16,5.7,"LOCAL CAMPANIEN","10-40%","CORTEX",100,"NORMAL",92,"NO",79,NA,NA,NA,NA,NA,NA,NA,NA
18396,"A2",5020,"DISTFLAKE"," 25","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,73.9000015258789,36.9000015258789,0,0,0,0,"LOCAL CAMPANIEN","10-40%","CORTEX",46,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18397,"A2",5021,"COMPTOOL"," 75","NORMAL","UNALTERED","NONE",43,NA,NA,"LRG PLAIN","NONE","NORMAL","OTHER","2","N/A","NONE",76.6999969482422,48.7999992370605,50.7,14.8,31.1,11.4,"LOCAL CAMPANIEN","60-90%","CORTEX",70,"NORMAL",0,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
18398,"A2",5022,"COMPFLAKE"," 25","NORMAL","UNALTERED","INTERIOR",48,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,67.5999984741211,42.4000015258789,63.6,19.9,39.3,18.3,"LOCAL CAMPANIEN","10-40%","CORTEX",81,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18399,"A2",5023,"COMPFLAKE"," 5","NORMAL","UNALTERED","NONE",NA,NA,NA,"PNCT CORT","NONE","NORMAL","N/A",NA,NA,NA,46.7999992370605,25,35.6,6.8,7,3.5,"LOCAL CAMPANIEN","0-10%","CORTEX",14,"NORMAL",76,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18402,"A2",5024,"COMPFLAKE"," 0","N/A","UNALTERED","NONE",NA,NA,NA,"MISSING","NONE","NORMAL","RADIAL",NA,NA,NA,53.2000007629395,40.9000015258789,41.9,8.6,0,0,"LOCAL CAMPANIEN","0-10%","N/A",17,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18404,"A2",5025,"PROXFLAKE"," 75","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG CORT","NONE","NORMAL","OTHER",NA,NA,NA,NA,NA,0,0,28.4,6.7,"LOCAL CAMPANIEN","60-90%","CORTEX",271,"NORMAL",94,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18405,"A2",5026,"COMPFLAKE","0%","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,56.9000015258789,53.5,62,20.8,28.7,11,"NON-LOCAL CAMPANIEN","0-10%","N/A",69,"NORMAL",100,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18406,"A2",5027,"COMPFLAKE"," 95","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","OTHER",NA,NA,NA,80.8000030517578,56.4000015258789,76.9,32.8,62.9,21.4,"LOCAL CAMPANIEN","90-100%","CORTEX",241,"NORMAL",104,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18408,"A2",5028,"COMPTOOL"," 25","NORMAL","UNALTERED","NONE",23,NA,NA,"LRG CORT","NONE","NORMAL","N/A","2","HEAVY","NONE",56.5,44.2000007629395,54.9,14.5,51.6,17,"LOCAL CAMPANIEN","10-40%","CORTEX",47,NA,0,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
18410,"A2",5029,"PROXFLAKE"," 75","NORMAL","UNALTERED","EXT/INT",48,NA,NA,"LRG PLAIN","NONE","NORMAL","OTHER",NA,NA,NA,NA,NA,0,0,24.6,13.9,"LOCAL CAMPANIEN","60-90%","CORTEX",192,"NORMAL",118,"NO",93,NA,NA,NA,NA,NA,NA,NA,NA
18411,"A2",5030,"ROGNON","N/A",NA,NA,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,"N/A","N/A",252,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18414,"A2",5031,"COMPFLAKE"," 95","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","OTHER",NA,NA,NA,105.800003051758,121.199996948242,137.9,36.8,29.3,17.2,"LOCAL CAMPANIEN","90-100%","CORTEX",639,"NORMAL",118,"NO",96,NA,NA,NA,NA,NA,NA,NA,NA
18415,"A2",5032,"COMPFLAKE","0%","NORMAL","LIGHTPATINA","EXT/INT",48,NA,NA,"LRG PLAIN","NONE","NORMAL","PLAIN",NA,NA,NA,98.9000015258789,68,67.6,67.9,43.1,25.6,"LOCAL CAMPANIEN","0-10%","N/A",223,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18416,"A2",5033,"SHATTER"," 25",NA,"OTHER","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.1800003051758,49.4599990844727,0,0,0,0,"LOCAL CAMPANIEN","10-40%","CORTEX",110,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18417,"A2",5034,"COMPFLAKE","10-40%","NORMAL","DOUBLE PATINA","EXT/INT",48,NA,NA,"LRG CORT","NONE","NORMAL","SUB-RAD",NA,NA,NA,91,66,73.7,24.1,35.8,9.6,"LOCAL CAMPANIEN","0-10%","CORTEX",153,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18418,"A2",5035,"MEDFLAKE","0%","N/A","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",144,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18419,"A2",5036,"DISTFLAKE"," 50","NORMAL","UNALTERED","EXTERIOR",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,77.120002746582,32.5299987792969,0,0,0,0,"LOCAL CAMPANIEN","40-60%","CORTEX",62,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18420,"A2",5037,"MED TOOL"," 25","NORMAL","UNALTERED","NONE",43,"42",33,NA,NA,"NORMAL","N/A","2","N/A","NONE",78.6100006103516,37.7000007629395,0,0,0,0,"LOCAL CAMPANIEN","10-40%","CORTEX",111,NA,0,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
18421,"A2",5038,"DISTFLAKE"," 5","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,68.5400009155273,36.1800003051758,0,0,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",24,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18423,"A2",5039,"COREFRAG","1-10%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,74.1999969482422,44.5200004577637,51.1,34,0,0,"LOCAL CAMPANIEN","0-10%","N/A",86,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18424,"A2",5040,"SHATTER","40-60%",NA,"UNALTERED","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.689998626709,43.1599998474121,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18429,"A2",5041,"SHATTER","60-90%",NA,"UNALTERED","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.0400009155273,61.3800010681152,0,0,0,0,"LOCAL CAMPANIEN","90-100%","CORTEX",172,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18425,"A2",5042,"CORE","N/A","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,150.300003051758,NA,90.9,70.4,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",774,NA,0,"NO",NA,"DIVERS","ROGNON",0,4,0,"MULTIFACE",81.35,52.29
18426,"A2",5043,"COMPFLAKE"," 0","NORMAL","UNALTERED","EXT/INT",48,NA,NA,"LRG PLAIN","NONE","NORMAL","BI-",NA,NA,NA,52.2999992370605,39.5999984741211,40.9,13.4,40.2,26.8,"LOCAL CAMPANIEN","0-10%","N/A",44,NA,0,"NO",42,NA,NA,NA,NA,NA,NA,NA,NA
18428,"A2",5044,"DISTFLAKE"," 5","NORMAL","UNALTERED","EXT/INT",48,NA,NA,NA,NA,"NORMAL","RADIAL",NA,NA,NA,NA,NA,0,0,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",17,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18433,"A2",5045,"COMPFLAKE"," 95","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","OTHER",NA,NA,NA,38.2999992370605,40.2999992370605,49.6,15.1,47.3,16.8,"LOCAL CAMPANIEN","90-100%","CORTEX",32,"NORMAL",123,"NO",71,NA,NA,NA,NA,NA,NA,NA,NA
18434,"A2",5046,"COREFRAG","10-40%","N/A","UNALTERED","NONE",NA,NA,NA,NA,NA,"ANGULAR","N/A",NA,NA,NA,105.599998474121,43.6599998474121,59.3,37.8,0,0,"LOCAL CAMPANIEN","N/A","BOTH",180,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18435,"A2",5047,"COMPFLAKE"," 5","NORMAL","UNALTERED","EXT/INT",48,NA,NA,"STRT FACET","NONE","NORMAL","PLAIN",NA,NA,NA,78.5999984741211,47.4000015258789,52.3,17.8,28,13.3,"LOCAL CAMPANIEN","0-10%","CORTEX",90,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18436,"A2",5048,"SHATTER","90-100%",NA,"UNALTERED","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8899993896484,40.7999992370605,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18437,"A2",5049,"COMPTOOL"," 5","NORMAL","UNALTERED","EXT/INT",42,NA,NA,"MISSING","NONE","NORMAL","SUB-RAD",NA,NA,NA,59.2999992370605,36.4000015258789,49.4,9.6,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",28,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18439,"A2",5050,"ROGNON","N/A",NA,NA,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,"N/A","N/A",353,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18440,"A2",5051,"CORE","10-40%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"ANGULAR","N/A",NA,NA,NA,153.399993896484,122.559997558594,131.4,79.7,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",1588,NA,0,"NO",NA,"NORMAL","ROGNON",380,3,0,"MULTIFACE",115.23,75.86
18441,"A2",5052,"ROGNON","N/A",NA,NA,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,"N/A","N/A",695,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18442,"A2",5053,"SHATTER","40-60%",NA,"UNALTERED","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.230003356934,95.5100021362305,NA,NA,NA,NA,NA,NA,NA,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18443,"A2",5054,"ROGNON","N/A",NA,NA,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,"N/A","N/A",2101,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18444,"A2",5055,"COREFRAG","1-10%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,102.5,51.1399993896484,65.9,47.2,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",232,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18445,"A2",5056,"ROGNON","N/A",NA,NA,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,"N/A","N/A",664,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18446,"A2",5057,"COREFRAG","10-40%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","OTHER",NA,NA,NA,91.5999984741211,72.7900009155273,78.4,40.6,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",280,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18447,"A2",5058,"PROXTOOL"," 5","NORMAL","UNALTERED","NONE",15,NA,NA,"LRG PLAIN","NONE","NORMAL","BI-","2","NORMAL","NONE",47.4799995422363,48.1800003051758,0,0,33.7,11.4,"LOCAL CAMPANIEN","0-10%","CORTEX",39,"NORMAL",109,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
18448,"A2",5059,"COMPFLAKE"," 5","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,65.1999969482422,31.7000007629395,36,16.7,9.4,3,"LOCAL CAMPANIEN","0-10%","CORTEX",34,"NORMAL",94,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18452,"A2",5061,"ROGNON","N/A",NA,NA,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,"N/A","N/A",631,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18453,"A2",5062,"ROGNON","N/A",NA,NA,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,"N/A","N/A",942,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18455,"A2",5063,"COMPFLAKE"," 95","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","OTHER",NA,NA,NA,41.7999992370605,41.7999992370605,41.9,11.6,25.9,6.1,"LOCAL CAMPANIEN","90-100%","CORTEX",24,"NORMAL",117,"NO",85,NA,NA,NA,NA,NA,NA,NA,NA
18456,"A2",5064,"COMPFLAKE"," 5","NORMAL","LIGHTPATINA","INTERIOR",48,NA,NA,"LRG PLAIN","TRIM","NORMAL","PLAIN",NA,NA,NA,44.2000007629395,43.5999984741211,57.3,10.1,42.2,13.3,"LOCAL CAMPANIEN","0-10%","CORTEX",28,"NORMAL",124,"NO",56,NA,NA,NA,NA,NA,NA,NA,NA
18457,"A2",5065,"ROGNON","N/A",NA,NA,"NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,"N/A","N/A",704,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18465,"A2",5066,"COMPFLAKE"," 95","NORMAL","UNALTERED","NONE",NA,NA,NA,"MISSING","NONE","NORMAL","OTHER",NA,NA,NA,107.400001525879,86.5,96.5,18.8,0,0,"LOCAL CAMPANIEN","90-100%","CORTEX",232,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18466,"A2",5067,"COMPFLAKE"," 25","NORMAL","UNALTERED","NONE",NA,"40",NA,"STRT FACET","NONE","NORMAL","N/A","2","N/A","NONE",72,52.2000007629395,56.4,28.4,19.8,8.9,"LOCAL CAMPANIEN","10-40%","CORTEX",106,NA,0,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
18467,"A2",5068,"ROGNON","N/A",NA,NA,"NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,"N/A","N/A",792,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18468,"A2",5069,"SHATTER","10-40%",NA,"UNALTERED","NONE",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.879997253418,53.2900009155273,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18469,"A2",5070,"SHATTER","1-10%",NA,"UNALTERED","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.7300033569336,56.060001373291,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18470,"A2",5071,"ROGNON","N/A",NA,NA,"NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,"N/A","N/A",837,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18471,"A2",5072,"SHATTER"," 25",NA,"UNALTERED","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.0299987792969,33.5499992370605,0,0,0,0,"LOCAL CAMPANIEN","10-40%","CORTEX",65,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18472,"A2",5073,"COMPFLAKE"," 25","NORMAL","UNALTERED","EXT/INT",48,NA,NA,"LRG PLAIN","NONE","NORMAL","SUB-RAD",NA,NA,NA,76.6999969482422,36.0999984741211,39.6,9.2,16.9,7.2,"LOCAL CAMPANIEN","10-40%","N/A",32,"NORMAL",96,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18473,"A2",5074,"CORE","N/A","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,102.400001525879,NA,102.4,80.9,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",532,NA,0,"NO",NA,"DIVERS","ROGNON",90,2,0,"MULTIFACE",78.35,40.71
18474,"A2",5075,"CORE","10-40%","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,87.0999984741211,48.2099990844727,56.3,58.5,0,0,NA,"N/A","CORTEX",308,NA,0,"NO",NA,"GLOBULAR","ROGNON",85,4,0,"MULTIFACE",57.48,31.75
18475,"A2",5076,"MED FLAKE","0%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3800010681152,0,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18477,"A2",5077,"PROXFLAKE"," 25","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","UNI-",NA,NA,NA,NA,NA,0,0,25.3,7.2,"LOCAL CAMPANIEN","10-40%","CORTEX",40,"NORMAL",116,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18478,"A2",5078,"DIST FLAKE","60-90%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6800003051758,38.9799995422363,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18482,"A2",5079,"COMPFLAKE"," 5","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG CORT","NONE","NORMAL","SUB-RAD",NA,NA,NA,77.9000015258789,63.2000007629395,71.6,27.4,44.4,17,"LOCAL CAMPANIEN","0-10%","BOTH",162,"NORMAL",117,"NO",78,NA,NA,NA,NA,NA,NA,NA,NA
18484,"A2",5081,"SHATTER","10-40%",NA,"UNALTERED","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.7099990844727,46.2200012207031,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18486,"A2",5083,"PROXTOOL"," 95","NORMAL","UNALTERED","NONE",42,NA,NA,"LRG PLAIN","NONE","NORMAL","OTHER","1","N/A","NONE",63.3499984741211,51.1199989318848,0,0,52.3,16.9,"LOCAL CAMPANIEN","90-100%","CORTEX",70,"NORMAL",103,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18488,"A2",5085,"MED TOOL"," 5","NORMAL","UNALTERED","NONE",43,NA,NA,NA,NA,"NORMAL","N/A","2","N/A","NONE",77.3099975585938,66.629997253418,0,0,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",222,"NORMAL",84,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
18489,"A2",5086,"COMPFLAKE"," 95","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG PLAIN","NONE","ANGULAR","OTHER",NA,NA,NA,104.300003051758,36.2000007629395,46.1,25.3,25.2,17.8,"LOCAL CAMPANIEN","90-100%","CORTEX",98,"NORMAL",103,"NO",93,NA,NA,NA,NA,NA,NA,NA,NA
18490,"A2",5087,"CORE","1-10%","DISC","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","RADIAL",NA,NA,NA,63.4000015258789,63.9099998474121,60.6,39.8,0,0,"NON-LOCAL CAMPANIEN","0-10%","N/A",126,NA,0,"NO",NA,"DISK","ROGNON",100,5,0,"MULTIFACE",28.36,21.54
18491,"A2",5088,"COMPTOOL"," 5","NORMAL","UNALTERED","NONE",64,"42",NA,"MISSING","NONE","NORMAL","RADIAL","1","N/A","DIST",68.5999984741211,52.5999984741211,52.8,11.8,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",48,NA,0,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
18493,"A2",5090,"COMP FLAKE"," 5","NORMAL","BURNED","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18498,"A2",5091,"COMPFLAKE"," 0","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","SUB-RAD",NA,NA,NA,46.2000007629395,31.7000007629395,32.3,7.7,10.3,6.7,"LOCAL CAMPANIEN","0-10%","N/A",14,"NORMAL",109,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18499,"A2",5092,"COREFRAG","N/A","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,104.599998474121,NA,78.2,65.1,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",390,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
